gene_id	transcript_id	scaffold	start	end	strand	product	pfam_ids	merops_ids	busco_ids	matched_families	matched_keywords	matched_pfam	evidence_strength	default_confidence	contamination_flag	notes
FUS_001798	FUS_001798-T1	scaffold_3	426948	428872	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_001830	FUS_001830-T1	scaffold_3	543222	547327	-	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_001832	FUS_001832-T1	scaffold_3	552269	554174	+	mitochondrial phosphate carrier protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_001878	FUS_001878-T1	scaffold_3	703231	704999	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_001880	FUS_001880-T1	scaffold_3	714674	715908	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_001887	FUS_001887-T1	scaffold_3	733727	734479	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_001956	FUS_001956-T1	scaffold_3	920670	922330	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_001963	FUS_001963-T1	scaffold_3	943773	945956	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_001966	FUS_001966-T1	scaffold_3	964045	965133	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_001968	FUS_001968-T1	scaffold_3	968171	970171	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_001981	FUS_001981-T1	scaffold_3	1009093	1010041	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_002027	FUS_002027-T1	scaffold_3	1135226	1135966	-	hypothetical protein	PF00578|PF08534			peroxiredoxin		PF00578	pfam_only	Low	no	
FUS_002036	FUS_002036-T1	scaffold_3	1163930	1165703	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002069	FUS_002069-T1	scaffold_3	1297139	1297543	-	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	PF08649			UGT	glycosyltransferase		keyword_only	Medium	no	UGT: Phase II conjugation
FUS_002122	FUS_002122-T1	scaffold_3	1470654	1472454	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002127	FUS_002127-T1	scaffold_3	1484551	1485608	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_002168	FUS_002168-T1	scaffold_3	1628949	1630509	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002180	FUS_002180-T1	scaffold_3	1672529	1674081	+	Aldehyde dehydrogenase	PF00171			aldehyde_dehydrogenase	aldehyde dehydrogenase	PF00171	keyword_plus_pfam	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_002185	FUS_002185-T1	scaffold_3	1687763	1688327	-	Peptidyl-prolyl cis-trans isomerase cyp10	PF00160			CYP_general	cyp		keyword_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_002252	FUS_002252-T1	scaffold_4	99302	100167	+	hypothetical protein	PF00106|PF23441|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_002253	FUS_002253-T1	scaffold_4	100496	102026	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002302	FUS_002302-T1	scaffold_4	255292	256722	+	hypothetical protein	PF00561	MER0001367		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_002332	FUS_002332-T1	scaffold_4	355738	360413	-	hypothetical protein	PF14510|PF00005|PF01061|PF06422			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_002335	FUS_002335-T1	scaffold_4	368084	369709	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002360	FUS_002360-T1	scaffold_4	458231	459151	+	hypothetical protein	PF00561|PF12697	MER0026339		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_002369	FUS_002369-T1	scaffold_4	487873	489956	+	Fe-S cluster-binding ribosome biosynthesis protein	PF00005|PF00037|PF04068		EOG09261127	ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_002417	FUS_002417-T1	scaffold_4	659535	660204	+	3-hydroxyanthranilic acid dioxygenase	PF06052			dioxygenase	dioxygenase		keyword_only	Low	YES	dioxygenase: HIGH contamination risk — check BLAST hit taxonomy and scaffold GC content
FUS_002452	FUS_002452-T1	scaffold_4	783595	785339	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002453	FUS_002453-T1	scaffold_4	786225	787630	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_002465	FUS_002465-T1	scaffold_4	820016	820502	-	Thioredoxin-like 4A	PF02966		EOG0926506U	thioredoxin_glutaredoxin	thioredoxin		keyword_only	Low	no	
FUS_002489	FUS_002489-T1	scaffold_4	883290	885042	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_002531	FUS_002531-T1	scaffold_4	1003647	1004741	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_002548	FUS_002548-T1	scaffold_4	1050698	1052978	-	hypothetical protein	PF00005|PF06472			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_002556	FUS_002556-T1	scaffold_4	1064872	1067342	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002576	FUS_002576-T1	scaffold_4	1160657	1162354	+	hypothetical protein	PF00732|PF13450|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_002602	FUS_002602-T1	scaffold_4	1267699	1269799	+	ferroxidase fet3	PF00394|PF07731|PF07732			laccase_MCO		PF00394|PF07731|PF07732	pfam_only	Medium	no	laccase_MCO: Upgrade to High if secretion signal present
FUS_002663	FUS_002663-T1	scaffold_4	1427112	1428966	+	hypothetical protein	PF13602|PF00107|PF08240|PF16912			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_002706	FUS_002706-T1	scaffold_4	1548483	1550034	+	hypothetical protein	PF00743			FAD_monooxygenase|phenol_monooxygenase		PF00743	pfam_only	Medium	no	FAD_monooxygenase: Includes salicylate-1-monooxygenase | phenol_monooxygenase: Annotated in F. solani (San Martin-Davison 2024)
FUS_002736	FUS_002736-T1	scaffold_4	1639392	1640927	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002750	FUS_002750-T1	scaffold_5	6201	7352	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_002758	FUS_002758-T1	scaffold_5	35500	37096	+	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_002774	FUS_002774-T1	scaffold_5	81752	82928	+	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_002800	FUS_002800-T1	scaffold_5	151776	153302	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002805	FUS_002805-T1	scaffold_5	175498	177045	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002819	FUS_002819-T1	scaffold_5	227816	232195	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_002825	FUS_002825-T1	scaffold_5	252036	253637	-	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_002831	FUS_002831-T1	scaffold_5	266307	268579	-	catalase A	PF00199|PF18011|PF06628			catalase	catalase	PF00199	keyword_plus_pfam	Low	no	catalase: General stress response — expected in any fungal genome
FUS_002833	FUS_002833-T1	scaffold_5	275678	276637	+	hypothetical protein	PF00561|PF12697	MER0044899		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_002857	FUS_002857-T1	scaffold_5	342376	344016	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002871	FUS_002871-T1	scaffold_5	371533	372342	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_002884	FUS_002884-T1	scaffold_5	405201	409049	+	hypothetical protein	PF08659|PF13561|PF00106|PF01370|PF07993|PF00501|PF00550			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_002909	FUS_002909-T1	scaffold_5	473304	475221	-	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_002910	FUS_002910-T1	scaffold_5	476655	477808	+	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_002916	FUS_002916-T1	scaffold_5	508689	510371	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002937	FUS_002937-T1	scaffold_5	557701	559300	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002939	FUS_002939-T1	scaffold_5	562552	563289	+	hypothetical protein	PF00106			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_002948	FUS_002948-T1	scaffold_5	594706	596911	+	hypothetical protein	PF00732|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_002949	FUS_002949-T1	scaffold_5	597238	599026	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002952	FUS_002952-T1	scaffold_5	605728	607319	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002970	FUS_002970-T1	scaffold_5	648918	650405	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002986	FUS_002986-T1	scaffold_5	693384	694900	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_002992	FUS_002992-T1	scaffold_5	708268	709818	-	Glycolipid 2-alpha-mannosyltransferase 1	PF01793			lignin_peroxidase	lip		keyword_only	Medium	no	
FUS_003001	FUS_003001-T1	scaffold_5	731578	733071	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_003017	FUS_003017-T1	scaffold_5	770572	771918	-	hypothetical protein	PF13409|PF00043|PF13410			GST		PF00043	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_003027	FUS_003027-T1	scaffold_5	798900	800877	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003032	FUS_003032-T1	scaffold_5	814494	816338	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003035	FUS_003035-T1	scaffold_5	830434	832219	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003056	FUS_003056-T1	scaffold_5	882060	883832	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003058	FUS_003058-T1	scaffold_5	889792	890815	-	hypothetical protein	PF00561|PF12697			epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_003082	FUS_003082-T1	scaffold_5	933633	935259	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003084	FUS_003084-T1	scaffold_5	938457	939569	+	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_003093	FUS_003093-T1	scaffold_5	966208	967203	-	hypothetical protein	PF00106|PF08659			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_003107	FUS_003107-T1	scaffold_5	1013301	1014875	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003121	FUS_003121-T1	scaffold_5	1041997	1043022	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_003129	FUS_003129-T1	scaffold_5	1057945	1059681	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003144	FUS_003144-T1	scaffold_5	1094773	1096387	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003154	FUS_003154-T1	scaffold_5	1120236	1121932	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003155	FUS_003155-T1	scaffold_5	1123321	1125078	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003156	FUS_003156-T1	scaffold_5	1125971	1127694	+	hypothetical protein	PF16347|PF00884			aryl_sulfatase		PF00884	pfam_only	Medium	no	aryl_sulfatase: Han et al. 2026 — 6-hydroxybenzo[a]pyrene sulfate metabolite
FUS_003161	FUS_003161-T1	scaffold_5	1135241	1137186	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003167	FUS_003167-T1	scaffold_5	1156189	1157780	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003178	FUS_003178-T1	scaffold_5	1199114	1200616	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_003185	FUS_003185-T1	scaffold_5	1218793	1220355	+	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_003187	FUS_003187-T1	scaffold_5	1223492	1224499	+	hypothetical protein	PF00561			epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_003194	FUS_003194-T1	scaffold_5	1244806	1246810	+	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
